REAL_GENOTYPE,TANK,STRIP,POSITION,GENOTYPE,FRESH_LS,FRESH_RS,DRY_LS,DRY_RS,AREA,S_WEIGHT,w_WEIGHT,w_AREA,S,P,T,geno
2,A,1,6,2,0.09,0.83,0,0.1437,13.958234972740522,0.32425000000000004,1,1,1,1,A,2
21,A,1,7,21,2.02,2.49,0.14,0.2051,8.297226199295514,0.7795,5,1,1,2,A,21
6,A,1,10,6,3.74,5.15,0.3011,0.2694,29.088294865545066,0.3225,5,1,1,5,A,6
18,A,1,9,18,0.07,0.4,0,0.1003,2.7760845894700745,0.6415,1,1,1,4,A,18
20,A,2,7,20,3.54,4.04,0.284,0.2244,28.01284093540764,0.7060000000000001,5,1,2,2,A,20
24,A,2,10,24,3.05,3.17,0.2319,0.1526,10.777275792226602,0.72325,5,1,2,5,A,24
1,A,2,8,1,3.86,5.5,0.3196,0.291,15.153941524867475,0.23675000000000002,5,1,2,3,A,1
27,A,3,7,27,1.53,2.2,0.1055,0.1649,8.095828487274858,0.88425,5,1,3,2,A,27
8,A,3,8,8,3.02,2.7,0.2223,0.1539,23.49706933414197,0.42325,5,1,3,3,A,8
3,A,3,10,3,4.07,4.8,0.3049,0.2221,27.43047585415379,0.33999999999999997,5,1,3,5,A,3
5,A,4,7,5,1.1,1.77,0.0772,0.1083,17.3621256379844,0.36174999999999996,5,1,4,2,A,5
16,A,4,6,16,5.48,6.49,0.3983,0.2644,15.992703083436652,0.60675,5,1,4,1,A,16
7,A,4,9,7,1.84,1.85,0.1313,0.0999,21.666807410279144,0.31875,5,1,4,4,A,7
25,A,5,6,25,4.02,3.34,0.2579,0.1317,27.23832243849824,0.76325,5,1,5,1,A,25
19,A,5,8,19,3.89,5.2,0.2653,0.243,26.014160086902784,0.67125,5,1,5,3,A,19
9,A,5,7,9,1.67,2.13,0.1171,0.1791,6.80400044526161,0.46725000000000005,5,1,5,2,A,9
23,A,6,9,23,3.05,3.57,0.2099,0.1742,25.501885324663526,0.787,5,1,6,4,A,23
17,A,6,10,17,5.8,6.43,0.4433,0.3236,22.327752209354845,0.6487499999999999,5,1,6,5,A,17
28,A,6,6,28,2.48,3.29,0.2006,0.2443,8.694967648161441,0.959,5,1,6,1,A,28
21,A,7,10,21,0.82,0.79,0,0.2119,16.74739592329729,0.7795,5,1,7,5,A,21
3,A,7,8,3,3.94,4.97,0.2824,0.2289,25.23085151165037,0.33999999999999997,5,1,7,3,A,3
19,A,8,9,19,2.4,3.48,0.1694,0.1968,23.810882807911838,0.67125,5,1,8,4,A,19
5,A,8,10,5,3.94,3.07,0.293,0.2027,17.141586794666587,0.36174999999999996,5,1,8,5,A,5
6,A,8,7,6,2.9,3.68,0.2103,0.1945,24.73622727790338,0.3225,5,1,8,2,A,6
27,A,8,8,27,3.51,3.73,0.2618,0.2135,9.952639774400785,0.88425,5,1,8,3,A,27
24,A,9,8,24,2.47,2.93,0.1791,0.1347,27.300818999875894,0.72325,5,1,9,3,A,24
1,A,9,9,1,2.33,3.16,0.1944,0.2421,3.5645814860734197,0.23675000000000002,1,1,9,4,A,1
28,A,9,10,28,0.55,0.9,0.0178,0.1057,17.53091561396842,0.959,2,1,9,5,A,28
23,A,10,8,23,1.95,2.5,0.1614,0.18,9.537068668808528,0.787,5,1,10,3,A,23
22,A,11,7,22,0.94,1.05,0.0824,0.1502,5.8948478881420945,0.7705,5,1,11,2,A,22
16,A,12,10,16,7.12,8.2,0.5879,0.4586,23.698006430703604,0.60675,5,1,12,5,A,16
25,A,13,7,25,3.2,3.33,0.2502,0.1767,8.584886950891994,0.76325,5,1,13,2,A,25
19,A,13,6,19,1.35,2.67,0.106,0.1673,22.399972874867412,0.67125,5,1,13,1,A,19
7,A,14,8,7,2.33,2.46,0.1804,0.1408,10.261546414044677,0.31875,4,1,14,3,A,7
17,A,14,7,17,1.75,1.23,0.0528,0.0835,17.164406452198993,0.6487499999999999,3,1,14,2,A,17
25,A,15,10,25,5.25,5.43,0.3765,0.2757,26.20352422005648,0.76325,5,1,15,5,A,25
1,A,15,7,1,1.78,2.38,0.1323,0.1204,6.616165299534395,0.23675000000000002,5,1,15,2,A,1
16,A,16,8,16,6.32,6.2,0.4393,0.2497,17.11295826440095,0.60675,5,1,16,3,A,16
4,A,16,7,4,3.16,3.53,0.226,0.1571,28.062037225406012,0.30775,5,1,16,2,A,4
6,A,16,6,6,2.89,3.96,0.2149,0.1592,10.918115366259663,0.3225,5,1,16,1,A,6
15,A,16,10,15,2.09,2.44,0.1347,0.2042,6.776344325409468,0.63375,5,1,16,5,A,15
9,A,17,7,9,3.32,4.31,0.2139,0.2058,10.914622365695408,0.46725000000000005,5,1,17,2,A,9
18,A,17,10,18,2.45,3.33,0.1951,0.2154,24.021249726509573,0.6415,5,1,17,5,A,18
11,A,17,9,11,4.09,4.53,0.3132,0.2107,12.447026023493947,0.509,5,1,17,4,A,11
5,A,17,6,5,5.47,6.51,0.3939,0.2533,28.825206669200053,0.36174999999999996,5,1,17,1,A,5
22,A,17,8,22,2.28,3.53,0.1563,0.1398,25.73084959241929,0.7705,5,1,17,3,A,22
8,A,18,7,8,3.43,4.38,0.2297,0.2157,28.05119356980819,0.42325,5,1,18,2,A,8
20,A,18,6,20,3.23,4.17,0.2362,0.2117,12.898787429804123,0.7060000000000001,5,1,18,1,A,20
23,A,19,7,23,2.76,4.27,0.2327,0.2429,13.896007103713966,0.787,5,1,19,2,A,23
12,A,19,10,12,1.64,1.49,0,0.0768,16.825950051371418,0.50225,3,1,19,5,A,12
28,A,19,8,28,3.78,4.26,0.2936,0.2212,27.30932759099394,0.959,5,1,19,3,A,28
1,A,19,6,1,3.06,4.11,0.2216,0.2305,22.928196447375324,0.23675000000000002,5,1,19,1,A,1
13,A,20,9,13,2.88,3.07,0.2091,0.1549,22.981128840541327,0.5075000000000001,5,1,20,4,A,13
27,A,20,10,27,2.73,3.36,0,0.196,10.70628343460476,0.88425,5,1,20,5,A,27
3,A,20,7,3,3.89,4.46,0.2927,0.2366,26.665137679240193,0.33999999999999997,5,1,20,2,A,3
9,A,20,8,9,3.99,5.59,0.2604,0.2914,13.535095699259047,0.46725000000000005,5,1,20,3,A,9
7,A,21,10,7,2.24,2.86,0.1759,0.1518,22.40739390170722,0.31875,5,1,21,5,A,7
14,A,21,9,14,3,4.27,0.2149,0.2713,12.011763607028481,0.58,5,1,21,4,A,14
4,A,21,6,4,2.45,3.86,0.1903,0.1951,28.449440416191656,0.30775,5,1,21,1,A,4
17,A,22,9,17,0.29,0.74,0.0143,0.1648,15.323345654796864,0.6487499999999999,1,1,22,4,A,17
6,A,22,10,6,3.06,4.59,0.2247,0.1929,13.674431875613354,0.3225,5,1,22,5,A,6
29,A,23,6,29,4.09,5.26,0.293,0.2743,26.32472366271177,0.9465,5,1,23,1,A,29
20,A,23,8,20,1.09,1.67,0.0802,0.1201,19.310612196329664,0.7060000000000001,5,1,23,3,A,20
15,A,24,8,15,4.13,4.59,0.2915,0.2897,13.174145910182544,0.63375,5,1,24,3,A,15
24,A,24,6,24,3.96,4.84,0.3212,0.2438,14.29763819423386,0.72325,5,1,24,1,A,24
1,A,24,10,1,2.7,4.11,0.2188,0.2596,9.75044238276377,0.23675000000000002,5,1,24,5,A,1
16,A,24,7,16,4.77,7.02,0.3692,0.3105,29.155512735377698,0.60675,5,1,24,2,A,16
6,A,25,9,6,4.01,5.76,0.2974,0.2398,14.232288375985044,0.3225,5,1,25,4,A,6
25,A,25,8,25,1.36,1.05,0.0593,0.0411,17.329524299384694,0.76325,3,1,25,3,A,25
9,A,26,10,9,3.62,4.59,0.24,0.2532,11.685826990274617,0.46725000000000005,5,1,26,5,A,9
2,A,26,8,2,2.07,2.83,0.1707,0.223,7.904378789681702,0.32425000000000004,5,1,26,3,A,2
3,A,26,9,3,0.17,1.06,0.0139,0.0984,16.06123882527704,0.33999999999999997,2,1,26,4,A,3
19,A,26,7,19,2.12,3.74,0.167,0.2267,21.850452234816643,0.67125,5,1,26,2,A,19
7,A,27,7,7,1.67,1.87,0.1118,0.1121,6.262105550032435,0.31875,5,1,27,2,A,7
14,A,27,10,14,5.87,7.81,0.4025,0.3337,33.49576425700807,0.58,5,1,27,5,A,14
28,A,27,9,28,3.2,4.47,0.2333,0.2329,11.80319436820832,0.959,5,1,27,4,A,28
10,A,27,8,10,2.8,2.93,0.2015,0.1327,24.65934927830514,0.4385,5,1,27,3,A,10
2,A,28,7,2,2.93,3.48,0.2325,0.2568,23.37773794307049,0.32425000000000004,5,1,28,2,A,2
20,A,28,10,20,4.16,5.36,0.3271,0.2595,13.204092312455936,0.7060000000000001,5,1,28,5,A,20
12,A,28,9,12,2.44,2.75,0.1769,0.1328,21.896437011475722,0.50225,5,1,28,4,A,12
18,A,29,6,18,2.37,3.53,0.1833,0.2457,22.464247923711845,0.6415,5,1,29,1,A,18
17,A,29,8,17,2.82,4.24,0.2184,0.2174,25.535279945442657,0.6487499999999999,5,1,29,3,A,17
30,A,30,10,30,2.81,3.8,0.1994,0.2316,9.208502705476079,1.00625,5,1,30,5,A,30
21,A,30,8,21,3.61,3.2,0.2258,0.1777,9.484104288457871,0.7795,5,1,30,3,A,21
27,A,31,6,27,3.15,3.53,0.2276,0.2325,22.48111156746161,0.88425,5,1,31,1,A,27
29,A,31,8,29,3.59,4.53,0.2523,0.2203,24.367600564509832,0.9465,5,1,31,3,A,29
25,A,31,9,25,0.49,0.71,0.0365,0.1786,3.3967063435705116,0.76325,5,1,31,4,A,25
12,A,32,6,12,1.41,1.91,0.1064,0.1335,5.848575226821126,0.50225,5,1,32,1,A,12
4,A,33,10,4,4.72,7.27,0.4348,0.35,33.44368912039081,0.30775,5,1,33,5,A,4
23,A,33,6,23,2.27,2.96,0.1603,0.1416,25.649787669068264,0.787,5,1,33,1,A,23
16,B,45,14,16,1.65,1.73,0.2134,0.201,9.535885840771915,0.60675,5,1,1,4,B,16
19,B,45,11,19,1.25,1.6,0.1529,0.169,25.474154816282603,0.67125,5,1,1,1,B,19
22,B,45,12,22,1.11,1.24,0.1372,0.1286,8.573054020509817,0.7705,5,1,1,2,B,22
25,B,46,11,25,1.42,1.12,0.1781,0.1277,9.243870064769846,0.76325,5,1,2,1,B,25
18,B,46,13,18,1.16,1.35,0.1498,0.1256,7.771506592984472,0.6415,5,1,2,3,B,18
27,B,47,12,27,0.94,0.97,0.1073,0.143,6.37425154634993,0.88425,4,1,3,2,B,27
21,B,48,15,21,1.31,1.35,0.1261,0.1552,6.920757410372556,0.7795,5,1,4,5,B,21
4,B,48,14,4,0.82,0.98,0.0807,0.0865,21.65806491690469,0.30775,5,1,4,4,B,4
28,B,49,13,28,2.25,2.11,0.2041,0.1877,24.455668343912787,0.959,5,1,5,3,B,28
19,B,49,15,19,1.91,2.02,0.1535,0.1784,21.542958672300593,0.67125,5,1,5,5,B,19
3,B,49,11,3,1.83,1.81,0.2091,0.167,24.864489162555955,0.33999999999999997,5,1,5,1,B,3
7,B,50,11,7,1.02,1.17,0.1172,0.1005,6.373883896028489,0.31875,5,1,6,1,B,7
15,B,50,12,15,0.75,1.12,0.0644,0.2166,19.88545156967671,0.63375,5,1,6,2,B,15
9,B,50,15,9,1.04,1.28,0.1111,0.1594,5.867610387009012,0.46725000000000005,5,1,6,5,B,9
13,B,50,13,13,0.71,0.81,0.0651,0.1275,5.963021984221462,0.5075000000000001,5,1,6,3,B,13
14,B,49,16,14,1.6,1.84,0.1493,0.1368,23.1189044527525,0.58,5,1,7,1,B,14
18,B,49,17,18,1.64,1.51,0.1386,0.1042,7.280401829123736,0.6415,5,1,7,2,B,18
16,B,49,18,16,2.24,2.03,0.2231,0.1364,22.247807726488446,0.60675,5,1,7,3,B,16
6,B,49,19,6,1.36,1.71,0.1169,0.103,6.673024481708128,0.3225,5,1,7,4,B,6
12,B,49,20,12,1.62,1.5,0.1549,0.1529,23.449491818512588,0.50225,5,1,7,5,B,12
11,B,48,16,11,2.11,2.33,0.2058,0.201,8.517919149891036,0.509,5,1,8,1,B,11
25,B,48,17,25,1.75,0.97,0.1515,0.0606,24.330001660765248,0.76325,5,1,8,2,B,25
20,B,48,20,20,1.15,1.09,0.136,0.1203,6.580395617101065,0.7060000000000001,5,1,8,5,B,20
22,B,47,19,22,1.43,1.68,0.1542,0.146,8.687475674860199,0.7705,5,1,9,4,B,22
26,B,47,16,26,1.08,1.21,0.1082,0.1227,22.453672890099178,0.8365,5,1,9,1,B,26
23,B,47,18,23,1.7,1.34,0.1702,0.1064,24.27733892161822,0.787,5,1,9,3,B,23
20,B,47,17,20,1.31,1.32,0.1442,0.1261,8.043003677770974,0.7060000000000001,5,1,9,2,B,20
27,B,46,19,27,1.01,1.11,0.1101,0.139,22.865542670890843,0.88425,5,1,10,4,B,27
4,B,46,16,4,0.6,0.74,0.0842,0.1059,6.725744270042965,0.30775,5,1,10,1,B,4
2,B,46,20,2,0.82,0.89,0.0918,0.1116,6.92031369446737,0.32425000000000004,4,1,10,5,B,2
5,B,46,18,5,2.68,2.42,0.283,0.1527,11.589599552734366,0.36174999999999996,5,1,10,3,B,5
29,B,46,17,29,0.95,0.97,0.1211,0.104,21.209075131244827,0.9465,5,1,10,2,B,29
9,B,45,19,9,0.23,0.59,0.0177,0.1666,5.9187961860716305,0.46725000000000005,4,1,11,4,B,9
1,B,45,20,1,0.92,1.55,0.1147,0.1409,22.561971264957982,0.23675000000000002,5,1,11,5,B,1
3,B,45,17,3,1.97,2.15,0.2239,0.167,10.597831116655447,0.33999999999999997,5,1,11,2,B,3
6,B,45,16,6,1.22,1.35,0.1454,0.1332,25.367732725822872,0.3225,5,1,11,1,B,6
12,B,44,18,12,0.65,0.89,0.0568,0.0663,6.79016548067744,0.50225,4,1,12,3,B,12
17,B,44,17,17,1.63,1.13,0.1554,0.0975,23.994698228812883,0.6487499999999999,5,1,12,2,B,17
13,B,44,16,13,1.47,1.2,0.1747,0.1432,8.473211603044145,0.5075000000000001,5,1,12,1,B,13
15,B,43,16,15,1.42,1.91,0.1572,0.2756,23.86095591619094,0.63375,5,1,13,1,B,15
19,B,43,19,19,2.15,2.71,0.2097,0.2033,11.895193035435152,0.67125,5,1,13,4,B,19
18,B,43,20,18,0.82,1.06,0.1152,0.1155,25.956163404087,0.6415,5,1,13,5,B,18
25,B,42,18,25,1.02,0.86,0.0781,0.0629,6.861128331514098,0.76325,5,1,14,3,B,25
16,B,42,16,16,1.23,1.07,0.1333,0.1018,7.599122963819404,0.60675,5,1,14,1,B,16
23,B,42,17,23,1.47,1.62,0.1413,0.115,24.853681510865336,0.787,5,1,14,2,B,23
3,B,42,20,3,1.36,1.72,0.1794,0.2074,10.153379910825782,0.33999999999999997,5,1,14,5,B,3
29,B,41,16,29,1.11,1.36,0.1188,0.1178,24.567243877671327,0.9465,5,1,15,1,B,29
24,B,41,17,24,1.58,1.1,0.1895,0.0951,9.012288395054217,0.72325,5,1,15,2,B,24
2,B,40,17,2,1.89,1.54,0.186,0.2192,26.302895689997246,0.32425000000000004,5,1,16,2,B,2
4,B,40,20,4,1.66,1.84,0.2026,0.1463,11.171549443263315,0.30775,5,1,16,5,B,4
20,B,40,16,20,1.44,1.52,0.1634,0.1406,9.570463987383256,0.7060000000000001,5,1,16,1,B,20
1,B,40,19,1,2.35,2.79,0.2251,0.1831,28.47999411759486,0.23675000000000002,5,1,16,4,B,1
7,B,39,17,7,1.4,1.36,0.1596,0.1034,8.215995831606012,0.31875,5,1,17,2,B,7
6,B,39,18,6,1.69,1.87,0.1511,0.1126,24.95392961144432,0.3225,5,1,17,3,B,6
10,B,39,19,10,0.98,0.88,0.1207,0.0965,7.46529824681507,0.4385,5,1,17,4,B,10
15,B,38,19,15,0.31,1.31,0.0289,0.1577,20.46915350415128,0.63375,2,1,18,4,B,15
13,B,37,16,13,2.94,2.72,0.2841,0.1458,26.34612629675973,0.5075000000000001,5,1,19,1,B,13
1,B,37,18,1,3.15,3.48,0.2783,0.2476,27.22793559273472,0.23675000000000002,5,1,19,3,B,1
16,B,37,17,16,3.3,2.34,0.3361,0.141,11.614878681732725,0.60675,5,1,19,2,B,16
18,B,36,16,18,1.34,1.48,0.129,0.1381,8.232483046883022,0.6415,5,1,20,1,B,18
24,B,36,17,24,2.34,1.94,0.236,0.1104,26.960444628692194,0.72325,5,1,20,2,B,24
25,B,36,19,25,2.86,1.88,0.2525,0.0938,27.011902996096566,0.76325,5,1,20,4,B,25
4,B,34,17,4,2.64,1.99,0.2669,0.1462,26.429240624599863,0.30775,5,1,22,2,B,4
2,B,34,16,2,2.23,1.77,0.2226,0.1894,8.386072138064106,0.32425000000000004,5,1,22,1,B,2
29,B,34,18,29,2.13,2.3,0.1827,0.1512,9.637743996206863,0.9465,5,1,22,3,B,29
3,B,34,19,3,2.83,3.09,0.2663,0.177,29.769432538067655,0.33999999999999997,5,1,22,4,B,3
5,B,33,18,5,2.7,2.44,0.2743,0.1969,27.593880777339557,0.36174999999999996,5,1,23,3,B,5
6,B,33,17,6,2.63,2.55,0.2536,0.1699,12.48215945121217,0.3225,5,1,23,2,B,6
7,B,33,20,7,1.01,1.22,0.1313,0.1487,23.26002512699783,0.31875,5,1,23,5,B,7
10,B,32,16,10,0.97,1,0.1027,0.1021,8.050198214233646,0.4385,5,1,24,1,B,10
17,B,31,16,17,1.36,1.48,0.0675,0.0914,28.87347504351585,0.6487499999999999,3,1,25,1,B,17
19,B,31,17,19,1.49,1.89,0.1576,0.1712,10.515978209745775,0.67125,5,1,25,2,B,19
18,B,31,19,18,1.32,1.32,0.1242,0.2069,8.839682907936556,0.6415,5,1,25,4,B,18
26,B,29,17,26,0.58,0.86,0.055,0.1419,7.721379373295656,0.8365,5,1,27,2,B,26
16,B,29,18,16,2.46,2.47,0.2886,0.1875,27.42197889687155,0.60675,5,1,27,3,B,16
3,B,28,19,3,1.78,2,0.16,0.21,24.597201040070082,0.33999999999999997,5,1,28,4,B,3
